iso	lang	lat	area	language	glottocode
mqc	125.82233	-1.87941	Papua	NA	NA
mqb	14.16766	10.77883	Africa	Mbuko	mbuk1243
mqe	145.61732	-5.13857	Papua	Matepi	mate1260
mqg	116.29736	-0.27049	Papua	Kota Bangun Kutai Malay	kota1275
mqf	139.26022	-5.04431	Papua	Momuna	momu1241
mqi	134.87268	-6.15619	Papua	Mariri	mari1430
mqh	-96.97827	17.00696	North America	Tlazoyaltepec Mixtec	tlaz1235
mqk	126.26598	8.2934	Papua	Rajah Kabunsuwan Manobo	raja1254
mqj	119.48351	-3.0811	Papua	Mamasa	mama1276
mqm	-138.97893	-9.75663	Papua	South Marquesan	sout2866
mql	0.95645	10.45322	Africa	Mbelime	mbel1240
mqo	127.7524	1.40199	Papua	Modole	modo1249
mqn	121.82364	-4.62361	Papua	Moronene	moro1287
mqq	116.75851	5.43348	Papua	Minokok	mino1243
mqp	127.56521	-3.30342	Papua	Manipa	mani1297
mqs	127.63028	0.45332	Papua	West Makian	west2600
mqr	138.75136	-2.29479	Papua	Mander	mand1443
mqu	31.23272	5.83656	Africa	Mandari	mand1425
mqt	99.58207	18.91166	Eurasia	Mok	mokk1243
mqw	145.60578	-5.0245	Papua	Murupi	muru1273
mqv	145.6054	-4.95226	Papua	Mosimo	mosi1248
mqy	120.32889	-8.55748	Papua	Manggarai	mang1405
mqx	119.082	-2.50762	Papua	Mamuju	mamu1255
mqz	147.05778	-5.9401	Papua	Malasanga	mala1487
quk	-77.66152	-6.27021	South America	Chachapoyas Quechua	chac1250
uha	5.68537	7.38143	Africa	Uhami	uham1238
tnh	145.23912	-4.55066	Papua	Maiani	maia1253
NOCODE_Chairel			Eurasia	Chairel	chai1254
NOCODE_Alaguilac			North America	Alaguilac	alag1249
NOCODE_Guamo	-68.98407	9.596959	South America	Guamo	guam1236
yhl	103.733	23.591	Eurasia	Hlepho Phowa	hlep1236
yha	104.44861	23.0105	Eurasia	Baha Buyang	baha1256
yhd	41.259525	31.53388	Eurasia	Judeo-Iraqi Arabic	jude1266
wbv	117.15302	-28.17608	Australia	Wajarri	waja1257
wbw	135.48374	-1.62746	Papua	Woi	woii1237
wbt	122.32463	-22.70784	Australia	Wanman	wanm1242
wbr	73.90223	23.68876	Eurasia	Wagdi	wagd1238
wbp	131.04996	-20.1008	Australia	Warlpiri	warl1254
wbq	77.1673	19.88375	Eurasia	Waddar	wadd1237
wbf	-5.37515	10.72826	Africa	Samue	wara1292
wbe	138.45641	-3.23021	Papua	Waritai	wari1264
wbb	136.75728	-1.77297	Papua	Wabo	wabo1240
wba	-59.3527633333	7.50850666667	South America	Warao	wara1303
wbl	73.9776975	37.1768425	Eurasia	Wakhi	wakh1245
wbm	99.108045	23.10242	Eurasia	Zhenkang Wa	nucl1290
wbj	35.72313	-4.64148	Africa	Alagwa	alag1248
wbk	70.97609	35.03578	Eurasia	Nuristani Kalasha	waig1243
wbh	32.43753	-8.34522	Africa	Wanda	wand1264
wbi	34.0757	-9.00683	Africa	Vwanji	vwan1235
NOCODE_Mikaya-Bambengangale-Baluma			Africa	Mikaya-Bambengangale-Baluma	mika1256
gvj	-46.36829	-3.93574	South America	Guaja	guaj1256
gvn	145.18837	-16.00359	Australia	Kuku-Yalanji	kuku1273
gvo	-61.67521	-10.7235	South America	Gaviao Do Jiparana	gavi1246
gvl	17.31512	9.06629	Africa	Gulay	gula1268
gvm	6.79456	10.14865	Africa	Gurmana	gurm1246
gvc	-69.57049	1.07554	South America	Kotiria	guan1269
gva	-58.06545	-21.98031	South America	Guana (Paraguay)	guan1268
gvf	144.8505	-6.2249	Papua	Golin	goli1247
gve	146.84068	-6.45752	Papua	Duwet	duwe1237
gvy	137.661	-34.739	Australia	Guyani	guya1249
gvr	86.28988	27.41687	Eurasia	Gurung	guru1261
gvs	150.7623	-9.28497	Papua	Gumawana	guma1254
gvp	-49.02173	-4.91161	South America	Para-Maranhao Gaviao	para1315
bbl	45.34397	42.1806	Eurasia	Bats	bats1242
NOCODE_Cusabo			North America	Cusabo	cusa1237
sqh	9.06674	10.275	Africa	Shau	shau1238
NOCODE_Copallen			South America	Copallen	copa1238
yap	138.12478	9.55811	Papua	Yapese	yape1248
ehu	5.58213	7.48032	Africa	Ehueun	ehue1238
yan	-84.343872	14.125922	North America	Mayangna	maya1285
rmu	14.40358	62.231265	Eurasia	Tavringer Romani	tavr1235
jub	8.96594	7.83859	Africa	Wannu	wann1241
juc	130.0	47.0	Eurasia	Jurchen	jurc1239
jua	-64.09979	-7.27501	South America	Juma	juma1249
jud	-6.72244	8.23453	Africa	Worodougou	woro1256
juk	9.83299	7.97862	Africa	Wapan	wapa1235
juh	10.92061	9.79715	Africa	Hone	hone1235
jui				Ngadjuri	ngad1257
jun	85.58452	21.26064	Eurasia	Juang	juan1238
juo	11.50987	9.26508	Africa	Jiba	jiba1237
jul	86.32005	27.69311	Eurasia	Jirel	jire1238
jum	33.74936	10.4349	Africa	Jumjum	jumj1238
jur	-53.34717	-10.93541	South America	Juruna	juru1256
jus			Eurasia	Jumla Sign Language	juml1239
jup	-69.835915	0.58622	South America	Hup	hupd1244
juw	9.90381	9.10829	Africa	Wapha	waph1238
jut	9.38924	54.91105	Eurasia	Jutish	juti1236
juu	9.81175	10.18448	Africa	Ju	juuu1243
juy	84.12038	19.09102	Eurasia	Juray	jura1242
cbb	-71.06216	0.16101	South America	Cabiyari	cabi1241
cbc	-69.64652	0.06168	South America	Carapana	cara1272
cbg	-74.25585	10.19016	South America	Chimila	chim1309
cbd	-72.06635	1.21894	South America	Carijona	cari1279
cbe	-71.16666	3.08332	South America	Chipiajes	chip1236
cbj	2.48128	7.78176	Africa	Ede Cabe	edec1238
cbk	119.376925	6.278085	Papua	Chavacano	chav1241
cbh	-73.99999	3.99999	South America	Cagua	cagu1236
cbi	-79.0508	0.71489	South America	Cha'palaa	chac1249
cbn	101.51465	15.89091	Eurasia	Nyahkur	nyah1250
cbo	8.76468	10.4735	Africa	Izora	izor1238
cbl	93.68	22.91	Eurasia	Bualkhaw Chin	bual1235
cbm			North America	Kaqchikel, Yepocapa Southwestern	kaqc1271
cbr	-75.42062	-8.70232	South America	Cashibo-Cacataibo	cash1251
cbs	-71.1733	-9.720265	South America	Cashinahua	cash1254
cbq	4.684594	10.260725	Africa	Cuba	cuba1236
cbv	-69.56589	0.88778	South America	Kakua	cacu1241
cbw			Papua	Kinabalian	kina1252
cbt	-76.82525	-5.63764	South America	Shawi	chay1248
cbu	-76.93474	-4.23835	South America	Candoshi-Shapra	cand1248
cby	-69.90988	-1.7922	South America	Carabayo	cara1245
igw	6.08157	7.10878	Africa	Igwe	igwe1238
igg	144.84075	-4.70942	Papua	Igana	igan1243
ige	8.27362	6.95522	Africa	Igede	iged1239
igb	7.06183	8.15516	Africa	Ebira	ebir1243
igo	145.69081	-5.20719	Papua	Isebe	iseb1246
ign	-65.39934	-15.11882	South America	Ignaciano	igna1246
igm	144.81601	-4.4153	Papua	Kanggape	kang1291
igl	7.17974	7.34325	Africa	Igala	igal1242
NOCODE_Roquetas-Pidgin-Spanish			Eurasia	Roquetas Pidgin Spanish	roqu1234
hwo	12.76825	10.3633	Africa	Hwana	hwan1240
NOCODE_Baenan			South America	Baenan	baen1237
hwc	-155.43698	19.62875	North America	Hawai'i Creole English	hawa1247
hwa	-6.44406	4.85171	Africa	Wane	wane1242
NOCODE_Bindal-Gorton			Australia	Bindal-Gorton	bind1235
pto	-55.50746	-1.77208	South America	Zo'e	zoee1240
ptn	128.63354	0.34096	Papua	Patani	pata1260
all	76.65928	11.08031	Eurasia	Allar	alla1247
alm	166.94988	-15.51691	Papua	Amblong	ambl1237
alj	121.02197	13.09821	Papua	Alangan	alan1249
alk	106.59719	15.5565	Eurasia	Alak	alak1253
pti	127.63234	-29.80596	Australia	Pintiini	pint1251
ali	145.36845	-5.18742	Papua	Amaimon	amai1246
alf	9.00394	6.59423	Africa	Alege	aleg1238
ald	-4.42647	5.22371	Africa	Alladian	alla1248
ale	-174.29013	52.12283	North America	Aleut	aleu1260
alc	-75.3756	-49.70303	South America	Qawasqar	qawa1238
pta	-56.11758	-23.15945	South America	Pai Tavytera	pait1247
ala	8.52085	8.34986	Africa	Alago	alag1242
alz	31.001635	2.36213	Africa	Alur	alur1250
alx	142.53207	-3.46843	Papua	Mol	amol1235
aly	136.83489	-21.04266	Australia	Alyawarr	alya1239
ptw	-124.68918	49.19362	North America	Pentlatch	pent1242
ptv	168.04551	-16.30825	Papua	Daakie	port1286
ptu	119.20134	-3.02759	Papua	Bambam	bamb1270
ptt	119.65983	-3.53848	Papua	Enrekang	enre1239
alr	165.65285	60.38443	Eurasia	Alutor	alut1245
ptr	166.73828	-14.99588	Papua	Piamatsina	piam1242
alp	128.39386	-3.11477	Papua	Alune	alun1238
alq	-77.52577	47.38755	North America	Algonquin	algo1255
rob	120.13914	-2.58205	Papua	Tae'	taee1237
faz	52.925	29.643	Eurasia	Northwestern Fars	nort2640
fax	-6.91452	40.16511	Eurasia	Fala	fala1241
fay	52.267	29.746	Eurasia	Fars Dialects	sout2645
far	160.86142	-8.59041	Papua	Fataleka	fata1245
fap	-16.95567	14.86283	Africa	Palor	palo1243
fau	136.86713	-3.14497	Papua	Fayu	fayu1238
faj	145.29785	-5.59947	Papua	Kulsab	fait1240
fak	10.319	6.54384	Africa	Fang (Cameroon)	fang1248
fah	10.76837	7.38023	Africa	Baissa Fali	bais1242
fai	141.65597	-5.4967	Papua	Faiwol	faiw1243
fan	11.61454	1.723965	Africa	Fang (Equatorial Guinea)	fang1246
fao	-6.88497	62.07316	Eurasia	Faroese	faro1244
fal	13.61642	9.51408	Africa	South Fali	sout2782
fam	10.50499	7.54277	Africa	Fam	famm1241
fab	5.61879	-1.43033	Africa	Annobonese	fada1250
uwa	141.72365	-14.07563	Australia	Kuku-Uwanh	kuku1280
faa	143.28359	-6.62687	Papua	Fasu	fasu1242
faf	161.6618	-10.44791	Papua	Fagani	faga1239
fag	146.62868	-6.33005	Papua	Finongan	fino1238
fad	145.72582	-5.17834	Papua	Wagi (Papua New Guinea)	wagi1249
and	135.86627	-1.7543	Papua	Ansus	ansu1237
teh	-68.32346	-47.57963	South America	Tehuelche	tehu1242
tei	142.62226	-3.45292	Papua	Aro	torr1259
nby	141.45416	-2.77145	Papua	Ningera	ning1275
nbx	143.21593	-29.24114	Australia	Wilson River (Grey Range)	ngur1261
tel	78.702392	16.452944	Eurasia	Telugu	telu1262
tem	-12.33307	8.90294	Africa	Timne	timn1235
ten	-75.24999	1.03332	South America	Tama (Colombia)	tama1340
teo	33.939385	1.18321	Africa	Teso	teso1249
nbs	17.048	-22.6	Africa	Namibian Sign Language	nami1249
nbr	8.4657	9.16563	Africa	Numana	numa1252
nbq	139.01142	-3.62735	Papua	Nggem	ngge1241
nbp	8.48975	6.31319	Africa	Nnam	nnam1238
ted	-7.663455	5.162675	Africa	Tepo Krumen	tepo1239
nbv	10.07795	5.87975	Africa	Ngamambo	ngam1267
nbu	93.78689	25.09804	Eurasia	Rongmei Naga	rong1266
nbt	96.163	27.791	Eurasia	Na	naaa1245
nbk	145.65515	-5.09087	Papua	Nake	nake1240
nbj	130.65096	-15.46607	Australia	Ngarinman	ngar1235
nbi	94.00354	25.38357	Eurasia	Mao Naga	maon1238
nbh	11.21085	12.00476	Africa	Ngamo	ngam1282
nbo	8.28051	5.7562	Africa	Nkukoli	nkuk1238
nbn	134.09802	-2.80683	Papua	Nabi	kuri1260
nbm	18.12	4.0	Africa	Ngbaka Ma'bo	ngba1284
nbl	29.04805	-25.62721	Africa	NA	NA
nbc	94.95357	26.43358	Eurasia	Chang Naga	chan1313
nbb	8.69131	6.08134	Africa	Ndoe	ndoe1238
nba	18.25152	-15.70896	Africa	Nyemba	nyem1238
tes	113.03667	-7.89069	Papua	Tengger	teng1272
nbg	75.85192	25.53987	Eurasia	Nagarchal	naga1399
nbf	100.18172	27.45988	Eurasia	Naxi (Retired)	naxi1246
nbe	95.05979	26.68233	Eurasia	Konyak Naga	kony1248
nbd	23.56694	3.27251	Africa	Ngbinda-Mayeka	ngbi1238
sug	141.19955	-4.5071	Papua	Suganga	suga1249
sue	147.53436	-7.76339	Papua	Suena	suen1241
suc	122.34101	7.79964	Papua	Western Subanon	west2557
sub	17.77356	-5.76495	Africa	Suku	suku1259
sua	151.89079	-5.03471	Papua	Sulka	sulk1246
sun	107.10636	-6.89708	Papua	Sundanese	sund1252
sum			North America	NA	NA
sbu	77.116	32.497	Eurasia	Stod Bhoti	stod1241
suk	32.87653	-3.16082	Africa	Sukuma	suku1261
suj	31.06809	-2.97663	Africa	Shubi	shub1238
sui	141.84239	-8.04783	Papua	Suki	suki1245
rou	20.994455	9.7154	Africa	Runga	rung1258
suw	31.94568	-3.47335	Africa	Sumbwa	sumb1240
mmu	11.05987	4.52188	Africa	Mmaala	mmaa1238
sut	-86.91665	12.46666	North America	Subtiaba	subt1250
sus	-13.36282	10.4046333333	Africa	Susu	susu1250
sur	8.96522	9.47205	Africa	Mwaghavul	mwag1236
suq	35.08229	6.032055	Africa	Tirma-Chai	suri1267
row	122.85241	-10.84686	Papua	Dela-Oenale	dela1251
mmw	168.39906	-17.05196	Papua	Emae	emae1237
suy	-53.07426	-11.51782	South America	Suya	suya1243
sux	45.6666666667	31.3	Eurasia	Sumerian	sume1241
sby	28.79335	-15.52127	Africa	Soli	soli1239
ett	12.4833333333	41.9	Eurasia	Etruscan	etru1241
sbb	156.54142	-8.26947	Papua	Simbo	simb1256
sbc	147.06391	-2.09163	Papua	Kele (Papua New Guinea)	kele1258
NOCODE_Mangio			Africa	Mangio	mang1364
sba	15.41401	8.57051	Africa	Ngambay	ngam1268
sbf	35.22304	7.64407	Africa	Shabo	shab1252
sbg	131.21812	-1.36931	Papua	Seget	sege1235
rkt	88.4536	26.3833633333	Eurasia	Central-Eastern Kamta	rang1265
rkw			Australia	Arakwal	arak1254
sbd	-2.9052	12.71302	Africa	Southern Samo	sout2844
sbe	150.72725	-10.61476	Papua	Saliba	sali1295
sbj	21.62433	13.13312	Africa	Surbakhal	surb1238
rka	106.53864	12.8107	Eurasia	Kraol	krao1238
rkb	-58.19424	-11.18865	South America	Rikbaktsa	rikb1245
sbk	33.47662	-8.54936	Africa	Safwa	safw1238
rkm	-3.58355	12.717835	Africa	Marka	mark1256
rkh	-161.0	-10.08	Papua	Rakahanga-Manihiki	raka1237
rki	92.59659	21.4531366667	Eurasia	Rakhine	rakh1245
wkl			Eurasia	Kalanadi	kala1255
qcs			North America	Tapachultec	tapa1260
sbi	141.82694	-3.45521	Papua	Seti	seti1248
mma	8.78601	8.8062	Africa	Mama	mama1272
sbl	120.16443	15.23154	Papua	Botolan Sambal	boto1242
sbm	36.91533	-6.98537	Africa	Sagala	saga1256
NOCODE_Malabar-Sri-Lanka-Portuguese	80.67	7.25	Eurasia	Malabar-Sri Lanka Portuguese	mala1544
yva	136.26312	-1.77196	Papua	Yawa	nucl1454
anl	98.5945	23.33942	Eurasia	Anu-Hkongso	anuu1241
NOCODE_Surgut-Khanty			Eurasia	Surgut Khanty	surg1248
wky				NA	NA
anm	94.280625	24.05064	Eurasia	Anal	anal1239
pzn	95.161755	26.20717	Eurasia	Jejara Naga	para1302
sce	103.55807	35.58083	Eurasia	Dongxiang	dong1285
NOCODE_Yambe	17.530517	2.504085	Africa	Yambe	yamb1255
oyy	150.65839	-10.53915	Papua	Oya'oya	oyao1237
NOCODE_Tallan	-80.651093	-5.330824	South America	Tallan	tall1235
oym	-52.688705	1.73817	South America	Wayampi	waya1270
oyd	36.85414	6.13322	Africa	Oyda	oyda1235
oyb	106.65752	15.42002	Eurasia	Oy	oyyy1238
hig	13.51362	10.64603	Africa	Kamwe	kamw1239
lha	103.86379	21.55149	Eurasia	Laha (Viet Nam)	laha1250
lhn	113.94739	2.72734	Papua	Lahanan	laha1253
lhm	87.7160666667	27.5947866667	Eurasia	Lhomi	lhom1239
lhl	77.0	32.583	Eurasia	Lahul Lohar	lahu1250
lhi	100.970154	21.207768	Eurasia	Lahu Shi	lahu1252
lhh	128.07305	-3.70755	Papua	Laha (Indonesia)	laha1251
lhu	100.21372	21.270104	Eurasia	Lahu	lahu1253
lht	166.61341	-13.25195	Papua	Lo-Toga	loto1240
lhs	41.22092	37.03108	Eurasia	Mlahso	mlah1239
lhp	89.30994	26.91347	Eurasia	Lhokpu	lhok1238
NOCODE_Huetar	-84.255066	10.159775	North America	Huetar	huet1235
mmg	168.13987	-16.17409	Papua	North Ambrym	nort2839
ynl	145.85762	-5.52697	Papua	Yangulam	yang1298
ynn	-121.60762	39.27685	North America	Yana	yana1271
yno	98.97646	18.38726	Eurasia	Yong	yong1277
ynh	13.02134	-1.92218	Africa	Yangho	yang1292
ynk	-171.7554	65.51842	Eurasia	Naukan Yupik	nauk1242
ynd	140.58294	-28.47439	Australia	Yandruwandha	yand1253
yne			Eurasia	Lang'e	lang1333
yng	19.01082	2.81523	Africa	Yango	yang1289
yna	102.0	26.0	Eurasia	Aluo	aluo1235
ynu	-70.478211	-0.505365	South America	Yahuna	yahu1241
ynq	11.8	9.0	Africa	Yendang	yend1241
yns	18.23407	-3.8231	Africa	Yansi	yans1239
tln	119.35023	-2.4525	Papua	Talondo'	talo1251
izh	29.71145	59.47403	Eurasia	Ingrian	ingr1248
izi	8.03044	6.31831	Africa	Izi-Ezaa-Ikwo-Mgbo	izie1238
hab	105.8339	21.02446	Eurasia	Hanoi Sign Language	hano1243
izr	9.09741	9.93195	Africa	Izere	izer1241
NOCODE_Yimas-Alamblak-Pidgin			Papua	Yimas-Alamblak-Pidgin	yima1235
NOCODE_Adurgari			Eurasia	Adurgari	adur1234
ima			Eurasia	Mala Malasar	mala1457
wlx	-2.31263	10.02119	Africa	Wali (Ghana)	wali1263
wly	86.48373	26.6369	Eurasia	Waling	wali1261
wlr	166.90179	-15.5656	Papua	Ale	wail1242
wls	-176.207027	-13.290304	Papua	East Uvean	wall1257
wlu	149.843	-24.415	Australia	Wuliwuli	wuli1242
wlv	-61.91171	-24.21891	South America	Wichi Lhamtes Vejoz	wich1263
wlw	138.83988	-3.8238	Papua	Walak	wala1269
wli	127.49406	1.2341	Papua	Waioli	waio1238
wlk	-123.28378	39.15128	North America	Eel River Athabaskan	wail1244
wll	29.12281	11.86337	Africa	Wali (Sudan)	wali1262
wln	5.14509	50.22351	Eurasia	Walloon	wall1255
wlo	122.67	-5.33	Papua	Wolio	woli1241
wla	142.23075	-4.41234	Papua	Walio	nucl1453
wlc	43.74103	-12.31641	Africa	Mwali Comorian	mwal1237
wle	38.14491	7.77004	Africa	Wolane	wola1253
wlg	133.72271	-11.91327	Australia	Kunbarlang	kunb1251
NOCODE_Nterato	0.097933	8.831601	Africa	Nterato	nter1234
pmq	-99.64342	22.09683	North America	Northern Pame	nort2984
gpn	144.50616	-4.05047	Papua	Taiap	taia1239
gpe	-0.283641	5.793241	Africa	Ghanaian Pidgin English	ghan1244
gpa	6.69128	8.21291	Africa	Gupa-Abawa	gupa1248
ime	-16.34726	19.37331	Africa	Imeraguen	imer1236
scv	8.63921	10.52559	Africa	Sheni-Ziriya	shen1251
efi	8.38121	4.89379	Africa	Efik	efik1245
efa	8.27625	4.60447	Africa	Efai	efai1241
efe	29.29185	1.8798	Africa	Efe	efee1239
jsl	139.07918	36.02213	Eurasia	Japanese Sign Language	japa1238
scq	103.83516	10.87391	Eurasia	Sa'och	saoc1239
NOCODE_Gizey	15.269103	10.023278	Africa	Gizey	gize1234
scp	85.62893	27.92119	Eurasia	Lamjung-Melamchi Yolmo	hela1238
NOCODE_Napeca	-63.1	-15.3	South America	Napeca	nape1237
cdf	94.4072	25.46435	Eurasia	Chiru	chir1283
cdg	79.62321	21.3532	Eurasia	Chamari	cham1329
cda	99.82552	27.75524	Eurasia	Choni	chon1285
rtc				Rungtu Chin	rung1263
rtm	177.06614	-12.50082	Papua	Rotuman	rotu1241
cdm	84.90168	27.72065	Eurasia	Chepang	chep1245
cdn	80.48317	29.70331	Eurasia	Chaudangsi	chau1259
cdo	119.5	26.0	Eurasia	Min Dong Chinese	mind1253
cdh	76.1796	32.54755	Eurasia	Chambeali	cham1307
cdi	73.52826	20.88031	Eurasia	Chodri	chod1238
cdj	76.11241	32.89687	Eurasia	Churahi	chur1258
rtw	73.186	22.309	Eurasia	Rathawi	rath1243
cdr	5.84212	10.34189	Africa	Yara	cind1241
cds	15.24809	12.11145	Africa	Chadian Sign Language	chad1238
tcz	93.72203	24.09604	Eurasia	Thado Chin	thad1238
NOCODE_Walangama	142.4891266	-17.60243295	Australia	Walangama	wala1263
cdy	109.96041	25.23532	Eurasia	Chadong	chad1240
cdz	87.479	23.234	Eurasia	Koda	koda1236
bfc	99.656	26.925	Eurasia	Northern Bai	nort2724
bfb	74.337	21.228	Eurasia	Pauri Bareli	paur1238
bfa	31.072335	4.195225	Africa	Bari	bari1284
bfg	115.40134	0.03494	Papua	Busang Kayan	busa1255
bff	17.30319	4.02043	Africa	Bofi	bofi1238
bfd	10.11939	6.14153	Africa	Bafut	bafu1246
bfk	103.296	16.911	Eurasia	Ban Khor Sign Language	bank1251
bfj	10.45179	5.84612	Africa	Bafanji	bafa1249
bfi	-0.4431	51.66878	Eurasia	British Sign Language	brit1235
bfh	141.22623	-8.56161	Papua	Mblafe-Ranmo	blaf1238
bfo	-2.90623	9.78465	Africa	Malba Birifor	malb1235
bfn	125.215825	-9.136185	Papua	Bunak	buna1278
bfm	10.25411	6.43213	Africa	Mmen	mmen1238
bfl	23.902125	8.033395	Africa	Banda-Ndele	band1345
bfs	100.289	25.519	Eurasia	Southern Bai	sout2730
bfr	77.22129	25.29769	Eurasia	Bazigar	bazi1237
bfq	76.59736	11.30938	Eurasia	Badaga	bada1257
bfp	9.73577	6.32256	Africa	Beba	beba1238
bfw	83.81415	19.15124	Eurasia	Bondo	bond1245
NOCODE_Catuquinaru-Bach			South America	Catuquinaru-Bach	catu1242
bfu	77.959555	32.216815	Eurasia	Bunan	gahr1239
bft	77.28594	34.449115	Eurasia	Balti	balt1258
bfz	77.53166	31.00883	Eurasia	Mahasu Pahari	maha1287
bfy	87.49944	24.683745	Eurasia	Bagheli	bagh1251
bfx			Papua	Bantayanon	bant1293
tct	107.30906	25.67173	Eurasia	T'en	tenn1245
hir	-64.70047	-6.25217	South America	Himarima	hima1247
tcu	-106.70616	26.72824	North America	Southeastern Tarahumara	sout2972
NOCODE_Kustenau	-53.15	-14.9	South America	Kustenau	kust1238
hiw	166.55592	-13.13907	Papua	Hiw	hiww1237
hix	-58.80153	-0.16265	South America	Hixkaryana	hixk1239
tcs	142.692	-11.066	Australia	Torres Strait-Lockhart River Creole	torr1261
hia	13.7362	11.02429	Africa	Lamang	lama1288
hib	-77.69999	-6.58333	South America	Hibito	hibi1243
hid	-102.52777	47.75341	North America	Hidatsa	hida1246
tcp	94.09572	22.49964	Eurasia	Laamtuk Thet	tawr1235
hif	177.77228	-17.81477	Papua	Fiji Hindi	fiji1242
NOCODE_Zamuco	-59.439698	-18.910444	South America	Zamuco	zamu1245
hih	145.28827	-4.69874	Papua	Pamosu	pamo1253
hii	77.144	31.016	Eurasia	Hinduri	hind1267
hij	10.90806	4.39641	Africa	Hijuk	hiju1238
hik	128.06828	-3.6111	Papua	Seit-Kaitetu	seit1239
hil	122.97428	10.40179	Papua	Hiligaynon	hili1240
hin	77.0	25.0	Eurasia	Hindi	hind1269
hio	26.96382	-19.79745	Africa	Northern Tshwa	tsoa1238
tcn	83.46725	28.95064	Eurasia	Tichurong	tich1238
tco	96.74008	20.41039	Eurasia	Taungyo	taun1248
tcl	95.11708	25.15664	Eurasia	Taman (Myanmar)	tama1328
NOCODE_Omomil			North America	Omomil	omom1235
tcm	133.17979	-2.5523	Papua	Tanahmerah	tana1288
tck	13.60008	-2.03393	Africa	Tchitchege	tchi1245
arp	-108.80964	43.38792	North America	Arapaho	arap1274
arq	3.23033	35.42078	Africa	Algerian Arabic	alge1239
arr	-61.56908	-10.33424	South America	Karo (Brazil)	karo1305
ars	42.177266	30.337142	Eurasia	Najdi Arabic	najd1235
aru	-67.98	-5.5	South America	Arua (Amazonas State)	arua1263
arv	36.79861	4.92183	Africa	Arbore	arbo1245
arw	-56.924345	5.6429525	South America	Lokono	araw1276
arx	-62.43568	-12.11857	South America	Arua (Rondonia State)	arua1261
ary	-7.5	32.5	Africa	Moroccan Arabic	moro1292
arz	31.0	31.0	Africa	Egyptian Arabic	egyp1253
tci	141.52007	-8.64917	Papua	Anta-Komnzo-Wara-Were-Kema	wara1294
roc	109.13813	11.64895	Eurasia	Cacgia Roglai	cacg1235
tcf	-98.63221	17.21223	North America	Malinaltepec Me'phaa	mali1285
arb	43.8524953846	27.9624807692	Eurasia	Standard Arabic	stan1318
ard	135.44893	-28.70501	Australia	Arabana	arab1267
are	133.24621	-24.05052	Australia	Western Arrarnta	west2441
arg	-0.00919	42.46695	Eurasia	Aragonese	arag1245
arh	-73.63629	10.70184	South America	Arhuaco	arhu1242
ari	-98.715822	40.647304	North America	Arikara	arik1262
arj	-67.72816	0.13727	South America	Arapaso	arap1275
ark	-62.7261	-12.48782	South America	Arikapu	arik1265
arl	-75.06117	-1.96126	South America	Arabela	arab1268
tcd	0.39875	6.79522	Africa	Tafi	tafi1243
arn	-71.27701	-38.73917	South America	Mapudungun	mapu1245
aro	-67.72934	-12.42423	South America	Araona	arao1248
NOCODE_Wulwulam			Australia	Wulwulam	wulw1234
uuu	101.77163	22.67668	Eurasia	U	uuuu1243
fgr	22.56115	11.31789	Africa	NA	NA
uur	169.08428	-18.67465	Papua	Ura (Vanuatu)	urav1235
uum	43.994	42.03792	Eurasia	Urum	urum1249
uun	120.97577	23.75624	Papua	NA	NA
rof	37.53819	-3.07772	Africa	Rombo	romb1244
NOCODE_Malali	-42.282716	-16.833987	South America	Malali	mala1432
tgr	107.29597	15.49282	Eurasia	Tareng	tare1239
tgs	167.56211	-14.20897	Papua	Nume	nume1241
tgp	166.95814	-15.56432	Papua	Movono	tang1347
tgq	110.03632	1.335	Papua	Tring	trin1273
tgv	-37.53797	-11.58159	South America	Tingui-Boto	ting1238
tgw	-5.17372	8.67053	Africa	Tagwana Senoufo	tagw1240
tgt	119.33825	10.65188	Papua	Central Tagbanwa	cent2090
tgu	144.91557	-4.4621	Papua	Tanggu	tang1355
tgz			Australia	Tagalaka	taga1279
tgx	-134.79868	60.24197	North America	Tagish	tagi1240
tgy	25.975571	8.662895	Africa	Togoyo	togo1252
tgb	116.67019	6.56097	Papua	Tobilung	tobi1239
tgc	150.89272	-2.70951	Papua	Tigak	tiga1245
tga	38.50373	-3.60164	Africa	Sagalla	saga1262
NOCODE_Laze	101.45	27.85	Eurasia	Laze	laze1238
tgg	153.61121	-4.08824	Papua	Tangga	tang1348
tgd	9.88558	10.88806	Africa	Ciwogai	ciwo1236
tge	84.94506	28.22132	Eurasia	Eastern Gorkha Tamang	east2346
tgj	94.221711	27.986064	Eurasia	Tagin	tagi1241
tgk	68.55493	38.82131	Eurasia	Tajik	taji1245
tgh	-60.67915	11.23879	North America	Tobagonian Creole English	toba1282
tgi	155.12887	-6.15201	Papua	Lawunuia	lawu1237
tgn			Papua	Tandaganon	tand1258
tgo	153.48807	-11.52292	Papua	Sudest	sude1239
tgl	121.74695	14.06	Papua	Tagalog	taga1270
duh	73.187	22.306	Eurasia	Dungra Bhil	dung1251
dui	146.08223	-5.55315	Papua	Dumun	dumu1246
duj	136.00811	-12.78254	Australia	Dhuwal	dhuw1249
duk	145.64193	-5.43119	Papua	Duduela	dudu1240
dul	122.0143	14.1217	Papua	Alabat Island Agta	alab1246
swl	16.11326	58.92897	Eurasia	Swedish Sign Language	swed1236
